Receive Date,Receive Type,Inmate Type,Gender,Race,Age,County,Offense Code,Offense,Offense Description,Sentence Date,Offense Date,Sentence (Years)
01/21/2020,New Rcv,ID,M,H,48,Montgomery,35990016,Drug,POSS CONT SUBS,01/06/2020,07/29/2019,2 Years & Less
11/26/2019,NR-Prob-New Offense,SJ,F,W,40,Bowie,35990014,Drug,POSS OF CONT SUBS,12/05/2018,04/11/2017,23 to 24 Months & More
11/06/2019,New Rcv,SJ,F,B,44,Montgomery,26040042,Property,FRAUD USE ITEMS OF ID INFO,10/24/2019,01/05/2019,6 Months & Less
01/22/2020,New Rcv,ID,M,H,36,El Paso,48010020,Other,EVAD ARST/DET W/VEH,10/10/2019,05/03/2019,2 Years & Less
12/10/2019,New Rcv,ID,F,H,38,Bell,12990001,Violent,ROBBERY,11/15/2019,08/02/2017,4 Years
02/11/2020,New Rcv,ID,M,H,39,El Paso,22990002,Property,BURG HABIT,01/09/2020,08/20/2019,2 Years & Less
10/10/2019,New Rcv,ID,M,H,46,Bexar,09990030,Violent,MURDER,09/19/2019,04/18/2018,26 to 30 Years
12/20/2019,NR-Prob-Tech Only,SJ,M,W,47,Potter,35990014,Drug,POSS CS PG1<1G,11/14/2019,10/28/2017,9 to 10 Months
09/17/2019,New Rcv,SJ,M,H,38,El Paso,24110003,Property,UUV,06/20/2019,02/13/2019,11 to 12 Months
11/04/2019,New Rcv,ID,M,H,45,Bee,54040011,Other,DWI 3/M,09/12/2019,11/24/2017,10 Years
11/06/2019,Parole Rvk-Tech Only,ID,M,H,47,Tarrant,35990015,Drug,POSS CS 1-4G METH,05/04/2018,07/11/2017,2 Years & Less
07/27/2020,New Rcv,SJ,M,B,43,Travis,35990014,Drug,POSS CS PG1 L/1G,06/11/2020,08/06/2019,7 to 8 Months
10/11/2019,New Rcv,ID,M,W,42,Blanco,35990003,Drug,POSS CONT SUB PG1 4-200G WID,09/13/2019,06/08/2018,11 to 15 Years
09/23/2019,NR-Prob-New Offense,ID,M,H,39,Kleberg,13150005,Violent,AGG ASLT,07/09/2019,08/08/2012,7 Years
03/26/2020,NR-Prob-Tech Only,ID,F,B,39,Walker,54040028,Other,DWI W/CHILD U/15 YOA,08/27/2018,09/28/2016,2 Years & Less
10/21/2019,NR-Prob-Tech Only,ID,M,H,37,Kleberg,22990002,Property,BURG HABIT WIC ASLT,09/05/2018,03/06/2018,7 Years
10/25/2019,New Rcv,SJ,M,W,34,Tarrant,23990196,Property,THEFT<2500-2 MORE PREV CONV,10/04/2019,06/26/2019,9 to 10 Months
09/23/2019,Parole Rvk-New Offense,ID,M,W,37,Tarrant,35990015,Drug,POSS CS 1-4G METH,06/21/2017,08/20/2016,4 Years
01/22/2020,New Rcv,ID,M,B,39,Harris,52120009,Other,FELON POSS WPN,01/07/2020,10/13/2019,6 Years
12/04/2019,New Rcv,ID,F,W,36,Galveston,25890002,Property,FORG GOV/NAT INST/MONEY/SEC,08/30/2019,11/19/2018,3 Years
01/14/2020,Parole Rvk-New Offense,ID,M,W,39,Harris,13990002,Violent,INJURY TO CHILD,01/14/2002,02/20/2001,21 to 25 Years
02/03/2020,New Rcv,ID,M,H,45,Jackson,50150004,Other,BAIL JUMP/FAIL TO APPEAR,01/09/2020,09/14/2015,4 Years
11/13/2019,New Rcv,SJ,F,H,37,Burnet,35990014,Drug,POSS CS PG1 L1G,11/08/2019,10/18/2019,6 Months & Less
09/19/2019,New Rcv,ID,M,B,40,Travis,22990002,Property,BURG HABIT,08/21/2019,12/31/2018,4 Years
11/21/2019,New Rcv,SJ,M,W,47,Harrison,35990014,Drug,POSS C/S PG1<1G,11/12/2019,09/22/2019,6 Months & Less
12/03/2019,New Rcv,ID,M,W,37,Potter,50150004,Other,BAIL JUMP/FAIL TO APPEAR,11/06/2019,08/14/2018,11 to 15 Years
03/18/2020,NR-Prob Mod,SAFP,M,B,42,Dallas,52030023,Other,UNL POSS FIREARM INVOLVING FAMIL,,08/26/2017,SAFPF
09/18/2019,Parole Rvk-New Offense,ID,M,H,41,Nueces,13150005,Violent,AGG ASLT W DDLY WPN,06/19/2008,07/17/2005,16 to 20 Years
10/04/2019,Parole Rvk-New Offense,ID,M,H,41,Upshur,35990003,Drug,POSS CS WID 4-200G METH,08/11/2014,11/09/2012,10 Years
09/04/2019,NR-Prob-Orig,SAFP,F,W,50,Johnson,35990003,Drug,MAN DEL CS PG 1 >=4G<200G,,11/19/2014,SAFPF
12/10/2019,New Rcv,ID,M,W,50,Hockley,50990041,Other,OBSTRUCTION/RETALIATION,11/26/2019,11/26/2018,3 Years
10/14/2019,New Rcv,ID,M,B,45,San Augustine,35990003,Drug,POSS CONT SUB W/INT DEL,09/25/2019,08/12/2019,10 Years
01/09/2020,NR-Prob-New Offense,SJ,F,H,39,Kleberg,54040028,Other,DWI WITH CHILD,12/11/2018,07/20/2018,6 Months & Less
12/19/2019,NR-Prob Mod,SAFP,M,H,40,Live Oak,24110003,Property,UNAUTH USE OF VEHICLE,,04/11/2014,SAFPF
01/24/2020,New Rcv,SJ,M,W,37,Wilbarger,35990014,Drug,POSS C/S,01/08/2020,05/27/2019,23 to 24 Months & More
09/19/2019,New Rcv,SJ,M,B,39,Tarrant,23990196,Property,THEFT<2500-2/MORE PREV CONV,09/06/2019,06/23/2019,8 to 9 Months
10/17/2019,New Rcv,ID,M,W,38,Harris,35990002,Drug,POSS W/INT DEL HEROIN PG1 1-4G,10/01/2019,11/21/2017,9 Years
01/29/2020,NR-Prob-Tech Only,SJ,M,W,46,Bandera,35990014,Drug,POSS C/S - METH PG1<1G,01/15/2020,10/21/2015,14 to 15 Months
07/15/2020,New Rcv,ID,M,W,39,Liberty,25890001,Property,FORGERY FINANCIAL INSTRUMENT,02/05/2020,02/23/2019,16 to 20 Years
11/07/2019,New Rcv,ID,M,W,40,Dallas,48010020,Other,EVADE ARREST/DET W/VEH,10/17/2019,07/18/2019,2 Years & Less
02/26/2020,New Rcv,ID,M,H,60,Harris,11990004,Violent,AGG SEX ASLT CHILD U/14,02/07/2020,12/05/2011,26 to 30 Years
09/12/2019,New Rcv,ID,M,H,41,Bexar,52120009,Other,FELON POSS FIREARM,08/14/2019,07/18/2019,4 Years
11/13/2019,New Rcv,ID,M,B,37,McLennan,13160016,Violent,HARASSMENT IN CORR FACILITY,10/25/2019,05/01/2019,5 Years
03/12/2020,New Rcv,ID,M,B,39,Fannin,35990002,Drug,MAN DEL CONT SUB 1-4G,02/12/2020,05/31/2018,4 Years
02/27/2020,NR-Parole-Tech Only,SAFP,M,B,39,Angelina,13150005,Violent,AGG ASLT,05/18/2009,03/20/2008,SAFPF
09/18/2019,New Rcv,ID,M,H,36,Harris,36990007,Other,FAIL TO COMPLY AS SEX OFFENDER,08/23/2019,02/27/2019,2 Years & Less
01/15/2020,New Rcv,SJ,F,B,39,Fort Bend,23990196,Property,"THEFT PROP <$2,500 2/M PREV CONV",12/18/2019,09/25/2018,11 to 12 Months
03/12/2020,NR-Prob Mod,SAFP,M,H,40,Bexar,13150005,Violent,AGG ASSAULT W/DEADLY WEAPON,,09/09/2012,SAFPF
11/19/2019,NR-Prob-New Offense,SJ,F,H,36,Bexar,35990014,Drug,POSS CS PG1<1G,10/21/2019,05/12/2018,11 to 12 Months
12/17/2019,NR-Prob-Orig,SAFP,M,W,35,Grayson,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV",,05/16/2019,SAFPF
02/07/2020,NR-Prob-Tech Only,SJ,M,B,38,Dallas,22990001,Property,BURGLARY OF BUILDING,01/21/2020,02/21/2019,6 to 7 Months
12/20/2019,New Rcv,SJ,M,H,47,Dallas,23990196,Property,THEFT<2500 W/2 OR MORE PREV CONV,11/11/2019,08/03/2019,6 Months & Less
07/01/2020,New Rcv,SJ,M,H,47,Kaufman,23990196,Property,THEFT PROP <2500 W/PREV CONV,04/23/2020,03/02/2020,9 to 10 Months
11/04/2019,New Rcv,ID,F,W,41,Harrison,48010020,Other,EVADING ARREST DET W/VEH,10/15/2019,06/08/2019,5 Years
10/28/2019,Parole Rvk-New Offense,ID,M,W,40,Tarrant,35990004,Drug,POSS W/INT DEL C/S 200-400G HYDR,12/14/2016,04/08/2005,5 Years
01/09/2020,Parole Rvk-New Offense,ID,M,W,43,Johnson,13150001,Violent,AGG ASLT PUB SERV W/DDLY WPN,01/30/2003,10/05/2002,16 to 20 Years
12/03/2019,Parole Rvk-New Offense,ID,M,H,38,Tarrant,35990003,Drug,POSS WID CS 4-200G METH,07/14/2014,08/31/2013,11 to 15 Years
03/30/2020,New Rcv,ID,M,H,43,Victoria,48040003,Other,TAMP W/OR FAB PHY EVID,02/18/2020,09/16/2019,4 Years
12/10/2019,New Rcv,ID,M,W,41,Hutchinson,54040011,Other,DWI,11/20/2019,10/03/2018,3 Years
10/09/2019,Parole Rvk-New Offense,ID,F,W,48,Harris,54040011,Other,DWI THIRD,08/31/2016,01/28/2016,6 Years
10/23/2019,New Rcv,ID,M,W,42,Dallas,09990030,Violent,MURDER,07/31/2019,07/28/2018,Life
11/13/2019,New Rcv,ID,M,H,37,Hidalgo,22990002,Property,BURG HABIT,10/17/2019,07/27/2019,3 Years
09/17/2019,NR-Prob-New Offense,ID,M,W,38,Harris,35990014,Drug,POSS CS L/1G COCAINE,08/21/2019,08/21/2018,3 Years
01/06/2020,Parole Rvk-New Offense,ID,M,H,41,Tarrant,50990041,Other,OBSTRUCTION OR RETALIATION,10/22/2018,06/26/2017,2 Years & Less
02/12/2020,NR-Prob-New Offense,ID,M,B,36,Dallas,11990004,Violent,AGG SEX ASLT CHILD,06/02/2017,05/01/2011,5 Years
01/24/2020,New Rcv,ID,M,W,34,Hays,54040011,Other,DWI,01/02/2020,10/27/2016,5 Years
03/05/2020,NR-Prob Mod,SAFP,M,W,42,Lamar,26050014,Property,CREDIT CARD OR DEBIT CARD ABUSE,,05/26/2018,SAFPF
01/03/2020,New Rcv,ID,M,H,38,El Paso,35640014,Drug,"DEL MARIJ 50-2,000LBS",10/24/2019,07/19/2013,6 Years
09/09/2019,NR-Parole-New Offense,SAFP,M,B,40,McLennan,35990015,Drug,POSS CS COCAINE,02/22/2016,02/08/2015,SAFPF
01/17/2020,DMS Rvk-Tech Only,ID,M,H,40,Tom Green,13990075,Violent,ASLT FAM MEM W/PRE CONV ENH,04/29/2014,08/20/2013,6 Years
07/01/2020,New Rcv,ID,F,H,41,Midland,73990677,Other,PROH SUB/ITEM IN CORR FAC,05/04/2020,12/18/2019,3 Years
09/17/2019,New Rcv,ID,M,B,41,Potter,35620010,Drug,POSS MARIJ 4OZ-5LBS,08/19/2019,04/14/2018,4 Years
12/09/2019,New Rcv,ID,M,H,43,Atascosa,36010001,Violent,INDEC W/CHILD SEX CONTACT,11/18/2019,04/24/2017,10 Years
03/17/2020,NR-Prob-New Offense,SJ,F,W,47,Lee,23990196,Property,THEFT PROP LT $2500 W/2 MORE,05/01/2018,01/30/2018,11 to 12 Months
10/02/2019,Parole Rvk-Tech Only,ID,M,W,40,Atascosa,09990001,Violent,MURDER,01/28/1998,07/06/1996,26 to 30 Years
03/06/2020,New Rcv,SJ,M,B,37,Montgomery,23990196,Property,THEFT,02/13/2020,12/17/2018,11 to 12 Months
02/13/2020,New Rcv,ID,M,W,40,Kaufman,13150005,Violent,AGG ASLT THREATEN DW,01/22/2020,01/18/2018,60 Years +
10/24/2019,New Rcv,ID,M,H,43,Bexar,35990015,Drug,POSS CONT SUB PG1 1-4G,10/04/2019,08/13/2019,4 Years
09/24/2019,New Rcv,ID,M,B,42,Harris,22990002,Property,BURG HABIT W/I COMMIT THEFT,09/03/2019,04/16/2019,8 Years
10/14/2019,NR-Prob-New Offense,ID,M,W,41,Tarrant,13990076,Violent,ASLT FAM/HSE MEM IMP BRTH/CIRC,09/25/2019,09/29/2016,3 Years
11/13/2019,New Rcv,ID,F,W,45,Taylor,25890001,Property,FORGERY,09/11/2019,08/19/2018,10 Years
10/01/2019,New Rcv,SJ,F,B,35,Harris,35990014,Drug,POSS OF COC <1G,09/26/2019,04/15/2019,6 Months & Less
02/13/2020,New Rcv,ID,M,H,46,Travis,54040011,Other,DWI 3RD OR MORE,01/21/2020,07/26/2019,2 Years & Less
02/12/2020,New Rcv,ID,M,B,40,Harris,22990001,Property,BURG BLDG,01/27/2020,12/21/2017,3 Years
10/04/2019,New Rcv,SJ,M,W,46,Orange,35990014,Drug,FEL POSS CS,09/18/2019,07/02/2018,19 to 20 Months
01/28/2020,NR-Prob-New Offense,SJ,F,W,36,Tom Green,54040028,Other,DWI W/CHILD U/15 YOA,04/03/2019,08/05/2017,6 to 7 Months
03/17/2020,NR-Prob-Orig,SAFP,M,B,42,Tarrant,35990014,Drug,POSS CS PG 1 <1G,,09/26/2019,SAFPF
12/06/2019,New Rcv,SJ,M,B,41,Travis,20990009,Property,ARSON,11/25/2019,05/01/2019,6 Months & Less
02/20/2020,NR-Parole-New Offense,SAFP,M,B,39,Harris,13990075,Violent,ASLT BI FAMILY MEMBER,03/27/2012,10/22/2011,SAFPF
09/06/2019,NR-Prob-Tech Only,SJ,F,W,44,Erath,26050014,Property,CREDIT/DEBIT CARD ABUSE,10/15/2018,09/02/2016,13 to 14 Months
02/12/2020,NR-Prob-Orig,SAFP,M,W,46,Dallas,54040011,Other,DRIVING WHILE INTOXICATED 3RD OR,,01/27/2017,SAFPF
03/12/2020,Parole Rvk-New Offense,ID,M,H,35,Bexar,35990016,Drug,POSS CONT SUB PG1 4-200G(REPEAT),04/29/2016,08/28/2014,5 Years
10/04/2019,New Rcv,SJ,M,W,40,Jefferson,23990196,Property,FEL THEFT,07/29/2019,02/08/2019,17 to 18 Months
11/19/2019,NR-Prob-New Offense,SJ,F,H,44,Lubbock,54040028,Other,DWI W/CHILD U/15,10/08/2015,06/04/2015,6 Months & Less
02/24/2020,New Rcv,SJ,M,W,45,San Patricio,22990001,Property,BURG BLDG,02/04/2020,04/29/2019,14 to 15 Months
12/18/2019,New Rcv,SJ,F,B,37,Brazos,23990196,Property,"THEFT PROP <$2,500 2/M PREV CONV",11/14/2019,08/24/2019,11 to 12 Months
10/18/2019,New Rcv,SJ,M,H,38,Nueces,26040042,Property,FRAUD USE/POSS ID INFO <5 ITEMS,01/31/2019,02/24/2016,11 to 12 Months
09/24/2019,New Rcv,SJ,M,W,38,Tarrant,35990014,Drug,POSS C/S<1G; METH,09/13/2019,06/25/2019,7 to 8 Months
07/28/2020,Parole Rvk-Tech Only,ID,M,W,41,Harris,35990015,Drug,POSS METHAMPHETAMINE 1-4G,09/09/2013,09/27/2012,9 Years
01/31/2020,New Rcv,ID,M,W,42,Wilbarger,13990063,Violent,ASLT AGAINST PEACE OFFICER/JUDGE,01/13/2020,10/02/2019,10 Years
01/22/2020,NR-Prob-New Offense,ID,M,W,48,Harris,35990014,Drug,POSS CS L/1G METH,01/08/2020,07/12/2017,2 Years & Less
01/23/2020,NR-Prob Mod,SAFP,M,W,41,Martin,13990076,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BRE,,07/11/2018,SAFPF
09/25/2019,New Rcv,SJ,M,W,40,Tyler,22990001,Property,BURG BLDG,08/22/2019,10/03/2016,6 Months & Less
07/09/2020,New Rcv,ID,M,B,43,Brazos,54040011,Other,DWI 3/M,03/30/2020,07/23/2019,2 Years & Less
12/20/2019,NR-Prob-New Offense,SJ,M,H,40,Dallas,25890001,Property,FORGERY BY CHECK,10/23/2019,12/03/2018,11 to 12 Months
03/05/2020,Parole Rvk-Tech Only,ID,M,B,40,Harris,22990002,Property,BURG HABIT,03/15/2018,11/16/2017,4 Years
01/03/2020,Parole Rvk-New Offense,ID,M,B,38,Collin,13990026,Violent,OBSTRUCTION/RETALIATION,06/15/2015,09/19/2014,5 Years
10/25/2019,New Rcv,SJ,M,H,38,Tarrant,23990196,Property,THEFT<2500-2 MORE PREV CONV,10/04/2019,04/16/2019,6 Months & Less
10/04/2019,New Rcv,SJ,M,W,35,Bexar,35990014,Drug,POSS C/S PG1<1G,09/16/2019,11/22/2017,16 to 17 Months
02/20/2020,NR-Prob Mod,SAFP,M,W,42,Dallas,13150005,Violent,AGG ASSAULT W/DEADLY WEAPON,,03/20/2018,SAFPF
12/10/2019,New Rcv,ID,M,W,39,Dallas,11990004,Violent,AGG SEX ASLT CHILD,11/01/2019,07/04/2017,21 to 25 Years
11/05/2019,New Rcv,SJ,M,W,38,Harris,48010019,Other,EVAD ARREST/DETEN W/PREV CONV,10/29/2019,07/28/2019,7 to 8 Months
10/04/2019,New Rcv,ID,M,H,39,Tom Green,35990015,Drug,POSS CS METH 1-4G,09/13/2019,04/06/2018,4 Years
12/06/2019,New Rcv,SJ,M,H,38,Tarrant,22990001,Property,BURGLARY OF A BUILDING,11/22/2019,10/18/2018,6 to 7 Months
01/24/2020,New Rcv,ID,M,B,39,Gregg,52120009,Other,POSS FIREARM BY FELON,11/08/2019,05/07/2019,3 Years
08/07/2020,New Rcv,ID,M,B,36,Jefferson,48040003,Other,TAMP W/PHYS EVID,03/09/2020,03/30/2018,8 Years
11/21/2019,NR-Prob-New Offense,ID,M,B,37,Harris,13990076,Violent,ASLT FAM/HOU MEM IMP BREATH,11/06/2019,08/15/2016,2 Years & Less
09/13/2019,New Rcv,SJ,M,H,35,Bexar,22990001,Property,BURG BLDG - INT THEFT,08/14/2019,02/16/2019,11 to 12 Months
03/02/2020,New Rcv,ID,M,H,44,Jackson,13990042,Violent,INJ DISABLE IND,02/06/2020,02/21/2019,11 to 15 Years
08/14/2020,New Rcv,ID,M,B,49,Angelina,35990008,Drug,POSS CS W/IND PG2 4-400G,04/28/2020,11/28/2018,10 Years
10/02/2019,NR-Prob-Tech Only,ID,F,H,41,Brazos,25890002,Property,FORGERY FINANCIAL INST,09/10/2010,10/10/2008,5 Years
10/28/2019,NR-Parole-Tech Only,SAFP,M,W,42,Orange,22990002,Property,BURG HABIT,03/17/2009,09/01/2006,SAFPF
02/06/2020,New Rcv,SJ,M,B,58,Harris,23990194,Property,THEFT>=2500<30K,01/28/2020,11/05/2019,9 to 10 Months
03/04/2020,New Rcv,ID,M,H,41,Dallas,09990030,Violent,MURDER,02/03/2020,11/04/2016,41 to 59 Years
10/22/2019,New Rcv,ID,M,H,39,Lubbock,35990016,Drug,POSS CS METH PG1 4-200G,10/03/2019,04/17/2019,10 Years
12/09/2019,Parole Rvk-New Offense,ID,M,W,42,Smith,35990003,Drug,MAN/DEL CONT SUBS 4-200G,12/19/2013,02/16/2013,11 to 15 Years
03/13/2020,New Rcv,ID,M,H,38,Brazos,48010020,Other,EVADING ARR/DET W/VEH,02/07/2020,10/21/2019,10 Years
09/04/2019,New Rcv,ID,M,W,38,McLennan,54040011,Other,DWI,08/12/2019,12/22/2018,6 Years
09/03/2019,New Rcv,ID,M,B,47,Fort Bend,12990001,Violent,ROBBERY,08/05/2019,11/15/2018,3 Years
12/04/2019,NR-Parole-Tech Only,SAFP,M,H,41,McLennan,22990002,Property,BURG HABIT,05/27/2011,12/03/2010,SAFPF
01/03/2020,New Rcv,SJ,F,H,38,Collin,23990196,Property,THEFT PROP L/$2500 W/PRIORS,11/27/2019,03/20/2019,11 to 12 Months
06/15/2020,NR-Prob Mod,SAFP,F,H,38,Dallas,26040047,Property,FRAUD USE/POSS IDENT # ITEMS 5>1,,06/18/2019,SAFPF
11/06/2019,NR-Prob-New Offense,SJ,M,H,37,Nueces,23990196,Property,THEFT PROP<$2500 2/MORE PRE CONV,11/29/2018,12/24/2016,8 to 9 Months
09/05/2019,New Rcv,ID,M,B,39,Tarrant,36990013,Violent,INDEC W/CHILD EXPOSES,08/13/2019,03/31/2017,5 Years
08/05/2020,New Rcv,ID,M,H,60,Dallas,54040011,Other,DWI,03/23/2020,11/21/2019,2 Years & Less
02/05/2020,New Rcv,ID,F,W,43,Palo Pinto,25890002,Property,FORGERY GOVT/NATL INST/MONEY/SEC,01/15/2020,02/21/2019,5 Years
01/16/2020,NR-Prob Mod,SAFP,M,H,43,El Paso,22990002,Property,BURGLARY OF HABITATION,,10/13/2017,SAFPF
10/31/2019,Parole Rvk-New Offense,ID,M,B,41,Bandera,52030024,Other,UNL POSS OF FIREARM BY FELON,11/12/2013,12/23/2012,7 Years
09/12/2019,New Rcv,SJ,M,B,41,Tarrant,35990014,Drug,POSS C/S<1G; METH,09/03/2019,04/30/2019,6 Months & Less
12/09/2019,New Rcv,ID,M,H,41,Taylor,35990015,Drug,POSS OF METH,10/31/2019,02/08/2019,4 Years
09/18/2019,New Rcv,ID,M,B,41,Harris,13990075,Violent,ASLT FAM HSE MEM PREV,08/05/2019,09/29/2018,2 Years & Less
05/01/2020,Parole Rvk-Tech Only,ID,M,W,50,Haskell,23990198,Property,THEFT,07/31/2017,09/06/2016,8 Years
10/04/2019,New Rcv,ID,M,H,37,Ector,54040011,Other,DWI,08/02/2019,09/17/2018,4 Years
08/11/2020,New Rcv,ID,M,W,43,Denton,54040011,Other,DWI,02/24/2020,06/02/2018,2 Years & Less
02/12/2020,NR-Prob-Tech Only,ID,M,W,45,Dallas,23990176,Property,"THEFT PROP $100,000",12/21/2016,09/12/2012,3 Years
10/16/2019,NR-Prob-Tech Only,ID,M,H,39,Hidalgo,54040011,Other,DWI,08/10/2018,10/22/2017,2 Years & Less
02/18/2020,DMS Rvk-New Offense,ID,M,H,40,Brown,35990014,Drug,POSS CONT SUB,11/01/2012,01/06/2012,10 Years
12/13/2019,New Rcv,SJ,M,W,44,Montgomery,35990014,Drug,POSS CS,11/14/2019,09/04/2019,6 Months & Less
01/28/2020,New Rcv,ID,M,W,43,Harris,35990016,Drug,POSS CONT SUB 4-200G,01/10/2020,02/07/2019,2 Years & Less
09/16/2019,New Rcv,ID,M,W,40,Tarrant,26050014,Property,DEBIT CARD ABUSE,08/20/2019,06/26/2019,4 Years
04/29/2020,Parole Rvk-New Offense,ID,M,W,49,Tom Green,22990001,Property,BURG BUILD,07/20/2011,11/28/2010,11 to 15 Years
12/11/2019,New Rcv,SJ,M,W,49,Hockley,22990001,Property,BURG OF BLDG,11/20/2019,04/16/2019,11 to 12 Months
01/17/2020,New Rcv,ID,M,H,39,Midland,35990015,Drug,POSS CONT SUB PG1,12/13/2019,01/24/2018,11 to 15 Years
09/11/2019,New Rcv,ID,M,W,38,Cameron,22990002,Property,BURG HABIT,11/05/2018,03/20/2018,5 Years
09/24/2019,New Rcv,SJ,M,W,42,Garza,35990014,Drug,POSS C/S PG 1,07/16/2019,02/02/2018,23 to 24 Months & More
12/20/2019,New Rcv,SJ,M,W,41,Lamar,23990196,Property,THEFT PROP <$2500 2/M PREV CONV,10/04/2019,09/25/2019,19 to 20 Months
08/24/2020,NR-Prob-Tech Only,ID,M,W,41,Henderson,48010020,Other,EVADING ARREST DET W/VEH,09/19/2019,06/28/2019,4 Years
10/24/2019,New Rcv,SJ,M,W,46,Collin,35990014,Drug,POSS C/S PG1<1G,09/06/2019,07/09/2018,6 Months & Less
01/17/2020,New Rcv,SJ,M,B,44,Dallas,23990196,Property,THEFT <2500 W/2 PREV CONV,12/31/2019,05/30/2019,11 to 12 Months
03/04/2020,New Rcv,ID,F,W,35,Potter,35990016,Drug,POSS CONT SUB PG1 4-200G,01/13/2020,03/08/2018,31 to 40 Years
01/22/2020,NR-Prob-Tech Only,ID,F,B,41,Brown,35990002,Drug,DEL CONT SUBS DFZ,01/20/2017,06/18/2015,7 Years
12/06/2019,Parole Rvk-New Offense,ID,M,B,41,Guadalupe,35990003,Drug,MAN DEL CONT SUBS 4-200G,03/03/2010,11/09/2009,26 to 30 Years
10/10/2019,NR-Prob-New Offense,ID,M,H,46,Travis,54040011,Other,DWI,02/12/2018,08/30/2017,3 Years
12/27/2019,NR-Prob-Tech Only,ID,M,H,41,Bexar,35990015,Drug,POSS CONT SUB PG1 1-4G,12/04/2019,06/24/2018,2 Years & Less
12/27/2019,New Rcv,SJ,M,W,41,Orange,35990014,Drug,FEL POSS CS,11/20/2019,09/03/2018,14 to 15 Months
10/02/2019,NR-Prob-New Offense,SJ,M,H,38,Nueces,35990014,Drug,POSS CS  PG 1 < 1G,09/04/2019,07/12/2017,6 Months & Less
03/13/2020,New Rcv,ID,M,H,40,Howard,48010020,Other,EVADING ARREST/VEHICLE,01/29/2020,11/10/2019,8 Years
12/12/2019,NR-Prob-Tech Only,ID,M,H,39,Bexar,13990076,Violent,ASLT FAMILY CHOKING/STRANGU,08/01/2016,10/19/2015,4 Years
01/13/2020,DMS Rvk-New Offense,ID,M,W,39,Liberty,52030024,Other,FELON IN POSS FIREARM,03/07/2016,11/12/2015,6 Years
11/18/2019,DMS Rvk-New Offense,ID,M,B,36,McLennan,35990003,Drug,POSS W/INT DEL CS COCAINE,04/02/2007,07/02/2006,11 to 15 Years
01/03/2020,New Rcv,ID,M,B,41,Harris,35990015,Drug,POSS CONT SUB PG1 1-4G,12/11/2019,10/22/2019,4 Years
09/05/2019,New Rcv,ID,M,H,36,Bexar,54040011,Other,DWI,08/01/2019,10/17/2018,2 Years & Less
09/06/2019,New Rcv,SJ,M,B,47,Travis,26050014,Property,CC/DEBIT ABUSE,08/23/2019,03/09/2012,8 to 9 Months
11/15/2019,New Rcv,ID,M,B,40,Harris,40020007,Other,AGG PROMOTION PROST PERSONS U/18,10/28/2019,02/05/2017,7 Years
02/26/2020,NR-Prob-New Offense,ID,F,W,40,Hunt,35990024,Drug,POSS CONT SUB PG3 28-200G,01/24/2020,07/08/2014,8 Years
11/07/2019,New Rcv,SJ,M,W,37,Harris,24110003,Property,UUV,10/31/2019,09/15/2019,11 to 12 Months
07/06/2020,New Rcv,ID,M,H,41,Tarrant,35990015,Drug,POSS CONT SUB 1-4G METH,03/25/2020,03/07/2020,3 Years
11/15/2019,New Rcv,ID,M,B,41,Smith,13150005,Violent,AGG ASLT W/DW,09/30/2019,11/01/2018,31 to 40 Years
10/21/2019,New Rcv,ID,M,H,41,Victoria,35990003,Drug,MAN/DEL CONT SUBS PG1 4-200G,08/06/2019,04/06/2018,5 Years
12/27/2019,DMS Rvk-New Offense,ID,M,H,38,Bexar,52030024,Other,FELON POSS FIREARM,02/18/2016,11/23/2015,5 Years
09/03/2019,NR-Prob-New Offense,ID,M,W,39,Coryell,22990002,Property,ATT BURG HABIT,07/24/2019,05/03/2017,3 Years
07/22/2020,New Rcv,ID,F,W,41,Lubbock,26040044,Property,FRAUD USE/POSS ID 10-50,06/04/2020,05/14/2019,5 Years
01/13/2020,NR-Prob-Tech Only,ID,M,H,40,Wharton,54040032,Violent,INTOXICATION ASLT W/VEHICLE,12/11/2014,12/11/2014,3 Years
10/23/2019,Parole Rvk-New Offense,ID,M,B,41,Tarrant,35990016,Drug,POSS CONT SUB 4-200G COCAINE,11/25/2014,05/05/2014,6 Years
03/06/2020,New Rcv,ID,M,H,44,Van Zandt,35990003,Drug,MAN DEL CS PG1 4-200G,01/23/2020,05/14/2018,10 Years
02/20/2020,New Rcv,ID,M,W,40,Harris,09990030,Violent,MURDER,02/03/2020,10/15/2018,60 Years +
01/03/2020,Parole Rvk-New Offense,ID,M,B,38,Grayson,22990002,Property,BURG HABIT,01/24/2013,08/05/2012,8 Years
11/07/2019,New Rcv,ID,M,B,34,Dallas,12990001,Violent,ROBBERY,10/10/2019,12/17/2018,5 Years
12/05/2019,NR-Prob-New Offense,SJ,F,B,38,Orange,23990009,Property,FELONY THEFT,03/04/2011,07/24/2010,15 to 16 Months
07/22/2020,NR-Prob-Tech Only,ID,F,H,40,Lubbock,13150005,Violent,AGG ASLT DDLY WPN THREAT,05/12/2020,06/14/2014,5 Years
03/03/2020,New Rcv,ID,M,W,40,Harris,35990016,Drug,POSS METH PG1 4-200G,02/17/2020,11/20/2017,3 Years
